rank,score,address,neighborhood,supervisor_district,nov_count,last_nov_date,units,year_built,assessed_improvement_value,block,lot,parcel_number,lat,lng
500,29.14,1174 Sanchez St,Noe Valley,8,1,2023-04-10,6,1907,391178,6537,004,6537004,37.750307017,-122.429814141
501,29.11,420 14th St,Mission,9,1,2022-11-16,10,1925,1380000,3533,011,3533011,37.768339058,-122.422751329
502,29.1,1010 Post St,Nob Hill,3,2,2020-09-24,3,1907,328418,0692,003,0692003,37.787281714,-122.41858329
503,29.1,662 Green St,Chinatown,3,1,2023-03-29,6,1913,442430,0117,009,0117009,37.799650391,-122.410151601
504,29.09,4072 18th St,Castro/Upper Market,8,1,2023-01-31,2,1901,955774,3582,054,3582054,37.7611561,-122.434316801
505,29.07,61 Fair Oaks St,Mission,8,1,2023-03-23,2,1910,555000,3618,056,3618056,37.755751608,-122.424043898
506,29.0,1083 Lombard St,Russian Hill,3,1,2023-02-28,6,1909,570000,0071,016,0071016,37.801828966,-122.419243224
507,28.96,2539 Polk St,Russian Hill,3,1,2022-08-10,13,1909,1918537,0523,004,0523004,37.800207542,-122.422942616
508,28.96,561 Greenwich St,North Beach,3,1,2023-03-02,10,1961,421969,0088,025,0088025,37.802102691,-122.408861143
509,28.9,880 Shotwell St,Mission,9,3,2018-11-27,6,1900,64945,3638,021,3638021,37.754206794,-122.415507562
510,28.89,475 Fulton St,Hayes Valley,5,2,2020-01-28,24,1907,1476690,0793,026,0793026,37.778344651,-122.424477556
511,28.88,1610 Sutter St,Pacific Heights,5,1,2022-10-21,22,1918,1084186,0674,002A,0674002A,37.787080887,-122.426998937
512,28.86,3939 20th St,Castro/Upper Market,8,1,2022-12-12,10,1959,946881,3605,072,3605072,37.757790347,-122.428931058
513,28.86,694 Lombard St,North Beach,3,1,2023-01-30,6,1912,657900,0064,017,0064017,37.802982485,-122.412827971
514,28.84,146 Rose St,Hayes Valley,6,3,2018-11-14,6,1900,112970,0853,017A,0853017A,37.773623187,-122.423261258
515,28.8,420 Tehama St,South of Market,6,1,2023-03-09,2,1912,405827,3732,101,3732101,37.780693048,-122.405168145
516,28.79,171 Liberty St,Mission,8,1,2022-11-09,12,1929,1085314,3607,034,3607034,37.75723392,-122.424882155
517,28.78,535 Columbus Av,Chinatown,3,1,2022-01-27,32,1907,2800365,0117,005,0117005,37.799668906,-122.409664845
518,28.77,2632 Great Hy,Sunset/Parkside,4,3,2018-09-19,2,1949,558337,2449,042,2449042,37.737596965,-122.506086613
519,28.71,1060 Powell St,Chinatown,3,1,2022-12-19,26,1926,383684,0211,022,0211022,37.794602043,-122.409462702
520,28.71,371 San Jose Av,Mission,8,1,2022-11-14,8,1910,1061016,6531,046,6531046,37.749277993,-122.421052746
521,28.7,1533 Thomas Av,Bayview Hunters Point,10,1,2023-04-04,2,1907,110821,5361,027,5361027,37.729530918,-122.39027196
522,28.7,259 20th Av,Outer Richmond,1,1,2023-03-16,6,1963,161022,1413,012,1413012,37.783078937,-122.479906272
523,28.69,1734 Mason St,Chinatown,3,1,2022-12-20,6,1908,813011,0118,028,0118028,37.79963402,-122.41215329
524,28.69,1415 Grant Av,North Beach,3,1,2023-01-18,3,1910,654809,0116,010,0116010,37.799958298,-122.407623834
525,28.66,755 Filbert St,Chinatown,3,1,2023-02-27,3,1911,320892,0101,026,0101026,37.800842756,-122.412291131
526,28.62,2218 23rd St,Potrero Hill,10,1,2023-02-14,4,1906,367928,4158,033,4158033,37.754765982,-122.402139087
527,28.62,724 Innes Av,Bayview Hunters Point,10,1,2023-03-31,5,1952,2459,4644,003B,4644003B,37.730367099,-122.372353205
528,28.61,371 Broadway,North Beach,3,1,2023-03-08,2,1912,233276,0164,018,0164018,37.798091973,-122.40337859
529,28.6,1554 Howard St,Mission,6,1,2022-08-05,34,1907,1136190,3511,018,3511018,37.772519999,-122.416616663
530,28.56,41 Alvarado St,Mission,9,1,2023-03-24,2,1906,63142,3634,022,3634022,37.7541786,-122.422206583
531,28.52,741 Kansas St,Potrero Hill,10,1,2023-02-15,6,1964,216743,4073,018B,4073018B,37.760307076,-122.402802371
532,28.52,993 Cayuga Av,Outer Mission,11,1,2022-09-07,10,1956,1352051,6954,030,6954030,37.722184727,-122.439479268
533,28.48,865 North Point St,Russian Hill,2,1,2022-12-06,6,1962,721335,0026,019C,0026019C,37.805310428,-122.421335338
534,28.35,374 Dolores St,Castro/Upper Market,8,3,2018-06-22,6,1907,754214,3566,008,3566008,37.763438368,-122.426657074
535,28.34,1522 Fell St,Lone Mountain/USF,5,1,2023-01-09,2,1906,418893,1207,010,1207010,37.773603809,-122.443050342
536,28.29,1494 14th Av,Inner Sunset,7,1,2023-02-01,2,1941,199046,1840,020,1840020,37.760236815,-122.47121931
537,28.26,465 Noe St,Castro/Upper Market,8,1,2022-12-16,3,1908,505936,3581,033,3581033,37.761573795,-122.432509521
538,28.26,3910 23rd St,Noe Valley,8,1,2023-01-16,6,1963,199757,3625,007,3625007,37.753380038,-122.430188629
539,28.26,455 Arlington St,Glen Park,8,1,2022-09-28,12,1950,907897,6719,022,6719022,37.735219775,-122.428924799
540,28.25,1635 Gough St,Pacific Heights,5,1,2019-06-10,30,1929,9684046,0664,028,0664028,37.788631806,-122.425617439
541,28.16,96 Juanita Wy,West of Twin Peaks,7,1,2022-11-15,4,1936,623377,2901C,009,2901C009,37.743626341,-122.45348863
542,28.15,776 Geary St,Tenderloin,3,1,2022-09-02,29,1924,614372,0303,007,0303007,37.786630272,-122.416058253
543,28.1,1289 02nd Av,Inner Sunset,7,1,2022-10-27,12,1923,527783,1751,010,1751010,37.764515349,-122.459111718
544,28.08,349 South Van Ness Av,Mission,9,3,2018-03-12,5,1917,1296216,3549,036,3549036,37.767667676,-122.417366046
545,28.07,9 August Al,Chinatown,3,1,2022-03-31,15,1966,2039184,0118,018,0118018,37.79958607,-122.411662226
546,28.06,4076 17th St,Castro/Upper Market,8,2,2019-03-13,40,1960,2788073,2623,083,2623083,37.762753125,-122.436899493
547,28.06,240 Laussat St,Hayes Valley,5,2,2020-02-21,6,1900,926854,0860,042,0860042,37.771668099,-122.431115431
548,28.02,3128 24th St,Mission,9,3,2018-06-10,3,1900,600904,3641,014,3641014,37.752700616,-122.414702996
549,27.86,201 Bosworth St,Outer Mission,8,1,2022-11-14,5,1924,331428,6750,001,6750001,37.733242588,-122.428656025
550,27.86,2150 Fell St,Lone Mountain/USF,5,2,2019-11-08,12,1926,1401998,1213,003B,1213003B,37.77234816,-122.453357749
551,27.81,801 Wisconsin St,Potrero Hill,10,1,2022-10-19,2,1907,550513,4162,072,4162072,37.757194738,-122.398614163
552,27.8,1074 Filbert St,Russian Hill,3,1,2022-05-10,2,1914,1768421,0093,017,0093017,37.800592622,-122.417170154
553,27.79,143 28th St,Noe Valley,8,1,2022-11-08,6,1951,287541,6615,034C,6615034C,37.745146272,-122.425546944
554,27.77,3161 16th St,Mission,9,3,2018-06-07,2,1912,407196,3568,061,3568061,37.764570293,-122.423300212
555,27.73,1900 Page St,Haight Ashbury,5,2,2019-10-03,9,1900,1618325,1227,005,1227005,37.770517846,-122.452284884
556,27.73,1353 Stevenson St,Mission,6,1,2022-07-07,7,1907,1146104,3513,047,3513047,37.770713155,-122.421463544
557,27.7,2595 43rd Av,Sunset/Parkside,4,1,2022-07-15,8,1958,1040000,2444,008,2444008,37.738430306,-122.501336115
558,27.68,1349 47th Av,Sunset/Parkside,4,1,2022-10-31,2,1900,336202,1802,007,1802007,37.761259079,-122.507389268
559,27.66,201 Waller St,Hayes Valley,5,2,2019-11-19,6,1931,1261900,0869,001,0869001,37.771424224,-122.427213923
560,27.64,830 Bush St,Nob Hill,3,1,2021-09-09,36,1923,2705617,0274,006,0274006,37.790178158,-122.410977781
561,27.56,1306 Minna St,Mission,9,1,2022-10-13,6,1907,267961,3548,041,3548041,37.76812861,-122.419319432
562,27.56,1010 Alabama St,Mission,9,1,2022-10-28,2,1900,238277,4148,003,4148003,37.755415103,-122.411500971
563,27.56,426 Broadway,North Beach,3,1,2022-02-17,14,1909,1895622,0144,009,0144009,37.79845168,-122.404448956
564,27.55,457 Ellis St,Tenderloin,5,1,2022-06-28,10,1911,981655,0333,019,0333019,37.784472478,-122.413641198
565,27.54,3340 16th St,Castro/Upper Market,8,2,2020-02-13,3,1906,562640,3557,016,3557016,37.764765018,-122.427335684
566,27.54,3124 Turk Bl,Lone Mountain/USF,1,1,2022-09-09,2,1925,591733,1141,010,1141010,37.777616994,-122.457421708
567,27.45,1300 Church St,Noe Valley,8,1,2022-10-12,3,1900,236723,6549,001,6549001,37.749955905,-122.427588963
568,27.45,194 Guerrero St,Mission,8,2,2019-10-11,4,1924,1409079,3534,014,3534014,37.76813903,-122.424702305
569,27.43,395 Haight St,Hayes Valley,5,3,2018-03-29,4,1890,583221,0858,018,0858018,37.772114187,-122.42859719
570,27.41,1607 Grove St,Lone Mountain/USF,5,3,2018-02-16,4,1900,872000,1198,001A,1198001A,37.775115433,-122.44333655
571,27.39,3928 19th St,Castro/Upper Market,8,2,2020-02-06,2,1887,498266,3584,022,3584022,37.759757812,-122.431163757
572,27.39,405 Valencia St,Mission,9,1,2022-07-12,7,1927,788337,3554,029,3554029,37.766409391,-122.421714056
573,27.39,333 Randolph St,Oceanview/Merced/Ingleside,11,2,2020-01-24,11,1963,392988,7118,049,7118049,37.714064926,-122.465746577
574,27.37,620 Eddy St,Tenderloin,5,1,2021-03-16,35,1910,3820348,0740,009,0740009,37.783506019,-122.418080259
575,27.33,3629 Mission St,Bernal Heights,9,2,2020-02-13,5,1914,316425,5713,025,5713025,37.738328578,-122.423695749
576,27.31,625 33rd Av,Outer Richmond,1,1,2022-10-12,2,1927,130895,1576,003,1576003,37.777270337,-122.493461276
577,27.17,249 Eureka St,Castro/Upper Market,8,2,2019-06-20,5,1924,1985381,2698,026A,2698026A,37.758311697,-122.437717694
578,27.17,878 14th St,Castro/Upper Market,8,2,2018-10-25,29,1900,3250071,3538,030,3538030,37.767768951,-122.432838778
579,27.15,1801 22nd Av,Sunset/Parkside,4,1,2022-07-19,5,1953,554703,2059,001,2059001,37.75387004,-122.47984923
580,27.11,15 Russia Av,Excelsior,11,3,2018-01-08,14,1900,657380,6084,019,6084019,37.721586959,-122.436805605
581,27.08,421 Chestnut St,North Beach,3,1,2022-09-12,2,1907,138319,0063,029,0063029,37.803949197,-122.410320677
582,27.04,858 Washington St,Chinatown,3,1,2021-01-28,31,1907,3959034,0193,017,0193017,37.795276575,-122.407454804
583,27.03,459 Filbert St,North Beach,3,1,2022-08-02,4,1907,360675,0104,039,0104039,37.801492642,-122.407144088
584,27.0,1225 Cortland Av,Bernal Heights,9,1,2022-07-22,2,1912,464072,5654,019,5654019,37.740007208,-122.411627424
585,26.99,5125 Geary Bl,Outer Richmond,1,1,2022-07-21,11,1920,252304,1529,048,1529048,37.780238055,-122.474473264
586,26.96,190 Precita Av,Bernal Heights,9,2,2020-01-13,2,1900,276632,5517,072,5517072,37.747234612,-122.416240228
587,26.95,1263 05th Av,Inner Sunset,7,1,2022-09-02,3,1908,74713,1754,005,1754005,37.764729026,-122.462395052
588,26.95,1043 Stanyan St,Inner Sunset,8,1,2022-09-06,2,1916,64476,1274,005,1274005,37.764801431,-122.45293729
589,26.91,1381 24th Av,Sunset/Parkside,4,1,2022-06-23,3,1916,573052,1779,012,1779012,37.76186593,-122.482709457
590,26.9,455 Union St,North Beach,3,1,2022-03-07,7,1910,1294201,0115,024,0115024,37.800541717,-122.406936203
591,26.88,2637 21st St,Mission,9,1,2022-07-15,4,1900,358693,4142,038,4142038,37.757497423,-122.407500724
592,26.87,824 Greenwich St,Russian Hill,3,1,2022-06-24,7,1907,440236,0074,038,0074038,37.802040642,-122.413344818
593,26.84,676 Ivy St,Hayes Valley,5,1,2022-07-21,2,1890,315241,0805,023,0805023,37.776639434,-122.429290779
594,26.83,384 Precita Av,Bernal Heights,9,1,2022-08-23,3,1910,32106,5525,041,5525041,37.746656699,-122.41186614
595,26.8,626 Polk St,Tenderloin,5,1,2020-12-28,83,1928,2788232,0741,006B,0741006B,37.782600504,-122.41880236
596,26.75,1267 Page St,Haight Ashbury,5,2,2019-08-27,6,1910,1044154,1235,023,1235023,37.77134299,-122.441568864
597,26.73,630 Presidio Av,Presidio Heights,2,2,2019-10-17,6,1963,637186,1046,020,1046020,37.785913836,-122.446180112
598,26.71,12 Carl St,Haight Ashbury,8,2,2019-12-04,7,1900,230999,1268,011,1268011,37.766162565,-122.448137753
599,26.67,3326 San Bruno Av,Portola,10,1,2022-04-19,12,1961,644861,6172,019,6172019,37.719935858,-122.400931617
600,26.65,1750 Sacramento St,Nob Hill,3,1,2022-01-05,18,1910,1280693,0622,009,0622009,37.791662313,-122.421750596
601,26.64,506 Natoma St,South of Market,6,1,2022-05-20,2,1910,600705,3726,057A,3726057A,37.779977928,-122.408206174
602,26.63,665 Pine St,Financial District/South Beach,3,1,2018-07-19,39,1928,10435145,0271,021,0271021,37.791157739,-122.406789392
603,26.62,282 Valley St,Noe Valley,8,1,2022-04-06,6,1910,823966,6614,021,6614021,37.744507884,-122.428656845
604,26.55,421 Ellis St,Tenderloin,5,1,2021-12-29,23,1907,1123406,0333,001,0333001,37.784673902,-122.413016027
605,26.54,2108 Hayes St,Lone Mountain/USF,5,2,2019-03-08,14,1908,1975519,1193,009,1193009,37.77344089,-122.451314413
606,26.5,455 Linden St,Hayes Valley,5,2,2019-11-04,2,1913,372718,0818,035,0818035,37.775974287,-122.425419336
607,26.44,856 Fell St,Hayes Valley,5,2,2019-10-28,3,1900,344528,0822,016,0822016,37.775070841,-122.431932508
608,26.38,1448 Rhode Island St,Potrero Hill,10,2,2019-09-17,2,1908,628618,4281A,007,4281A007,37.751316709,-122.401593185
609,26.35,1990 Beach St,Marina,2,1,2021-11-03,12,1930,1613828,0440B,009,0440B009,37.803953269,-122.441651257
610,26.32,8 Massasoit St,Bernal Heights,9,1,2022-06-07,3,1900,143764,5555,019,5555019,37.745059798,-122.407779257
611,26.21,154 Lily St,Hayes Valley,5,2,2019-10-10,3,1912,266457,0838,026,0838026,37.774556018,-122.423391866
612,26.19,106 Albion St,Mission,9,2,2019-03-01,20,1907,1561722,3568,064,3568064,37.764631355,-122.422973427
613,26.16,2447 Washington St,Pacific Heights,2,1,2022-02-01,4,1888,929300,0612,027,0612027,37.791425806,-122.433523986
614,26.13,1948 Mason St,Chinatown,3,1,2022-03-08,3,1908,658080,0090,019,0090019,37.801625637,-122.412573197
615,26.13,1390 Pine St,Nob Hill,3,2,2019-06-28,12,1923,782723,0250,009,0250009,37.790010528,-122.418605534
616,26.1,1227 Taraval St,Sunset/Parkside,4,1,2022-03-25,2,1927,517814,2403,037,2403037,37.742638317,-122.479423128
617,26.1,596 Page St,Hayes Valley,5,2,2018-11-27,18,1925,2243637,0842,019,0842019,37.773287629,-122.430521786
618,26.09,1746 Page St,Haight Ashbury,5,1,2022-01-04,6,1960,1029368,1225,015,1225015,37.770911883,-122.449600653
619,26.0,278 Diamond St,Castro/Upper Market,8,2,2019-04-26,7,1905,1258353,2698,010,2698010,37.757999233,-122.437256265
620,25.97,710 Ellis St,Tenderloin,5,2,2019-01-23,44,1908,1098380,0717,004,0717004,37.784384976,-122.418030313
621,25.92,1130 Guerrero St,Mission,8,1,2022-01-07,8,1885,804177,3647,004,3647004,37.753002866,-122.423322411
622,25.91,1455 Sacramento St,Nob Hill,3,2,2019-09-10,7,1907,120898,0248,024,0248024,37.79174977,-122.416885096
623,25.91,1784 Filbert St,Marina,2,1,2022-04-08,4,1908,192052,0520,014,0520014,37.799112196,-122.428770014
624,25.88,15 Vicksburg St,Noe Valley,8,1,2022-04-25,3,1906,49794,3628,029,3628029,37.754504135,-122.428537783
625,25.86,336 Claremont Bl,West of Twin Peaks,7,1,2021-11-02,8,1929,1248478,2979A,003,2979A003,37.740194832,-122.465533665
626,25.84,1224 11th Av,Inner Sunset,7,2,2019-07-29,3,1904,480000,1740,041,1740041,37.765269423,-122.468214661
627,25.83,3931 24th St,Noe Valley,8,1,2022-04-14,4,1900,70492,6508,035,6508035,37.751269035,-122.430431467
628,25.8,3190 16th St,Mission,9,1,2022-02-04,5,1907,542890,3555,026,3555026,37.765019729,-122.423813421
629,25.76,2665 Leavenworth St,Russian Hill,3,1,2021-08-20,3,1950,1831856,0027,001,0027001,37.805760297,-122.418958959
630,25.7,672 Waller St,Haight Ashbury,5,2,2019-04-22,4,1923,1072235,0862,016,0862016,37.770893045,-122.43471736
631,25.67,347 Clement St,Inner Richmond,1,1,2021-08-24,7,1900,1625035,1436,047,1436047,37.782760315,-122.463114263
632,25.63,2758 23rd St,Mission,9,2,2019-08-07,2,1900,237235,4152,019,4152019,37.754676127,-122.407695035
633,25.56,2843 Geary Bl,Lone Mountain/USF,2,1,2021-10-13,2,1902,1251392,1091,025,1091025,37.781812377,-122.449740419
634,25.53,2745 Mission St,Mission,9,1,2021-10-28,20,1912,704438,3642,028,3642028,37.753152258,-122.418172343
635,25.46,537 Baker St,Lone Mountain/USF,5,1,2021-11-22,3,1900,828240,1184,005,1184005,37.775987916,-122.441792088
636,25.4,2678 21st St,Mission,9,1,2022-01-14,4,1900,351086,4088,021,4088021,37.75787437,-122.408525027
637,25.4,45 Twin Peaks Bl,Inner Sunset,8,1,2022-02-09,4,1951,151484,2661,001C,2661001C,37.760349876,-122.446597939
638,25.36,1864 Larkin St,Russian Hill,3,1,2022-01-04,10,1913,254800,0185,028,0185028,37.795171835,-122.41967984
639,25.35,132 Sickles Av,Outer Mission,11,2,2019-04-19,12,1965,585540,7142,041,7142041,37.709707723,-122.453475547
640,25.32,2260 Market St,Castro/Upper Market,8,2,2018-11-09,6,1906,1919779,3560,010,3560010,37.765159962,-122.432475905
641,25.32,307 Guerrero St,Mission,9,2,2019-03-01,8,1911,1016301,3555,034,3555034,37.766191953,-122.423975301
642,25.31,2059 Market St,Castro/Upper Market,8,2,2018-12-26,40,1904,777944,3535,013,3535013,37.767964496,-122.427882812
643,25.2,93 Park St,Bernal Heights,8,1,2021-11-19,9,1955,473434,6688,008,6688008,37.736767086,-122.424582482
644,25.14,2448 Polk St,Russian Hill,3,1,2022-01-10,4,1909,138878,0525,024,0525024,37.799467592,-122.422184063
645,25.13,2334 Mission St,Mission,9,1,2021-10-17,13,1912,564558,3596,007,3596007,37.759639924,-122.419451953
646,25.11,877 Hayes St,Hayes Valley,5,1,2021-10-28,2,1900,718381,0821,029,0821029,37.775613436,-122.430679416
647,25.11,1344 Ocean Av,West of Twin Peaks,7,1,2021-12-02,9,1925,288780,3198,016,3198016,37.724355598,-122.457147869
648,25.06,848 Ashbury St,Haight Ashbury,8,1,2021-07-16,6,1926,1366802,1270,033,1270033,37.766468255,-122.445920811
649,25.04,1582 19th Av,Inner Sunset,7,2,2019-05-07,3,1944,360463,1864,030,1864030,37.75833818,-122.476379954
650,25.02,778 Page St,Haight Ashbury,5,1,2022-01-03,3,1911,100006,0844,014,0844014,37.772887964,-122.433526439
651,25.01,1234 Capitol Av,Oceanview/Merced/Ingleside,11,2,2019-03-05,10,1925,652576,6936,010,6936010,37.724197079,-122.459048583
652,24.88,1020 Filbert St,Russian Hill,3,1,2021-04-13,7,1912,1893056,0093,010,0093010,37.800648759,-122.41630186
653,24.86,139 Kingston St,Bernal Heights,9,1,2021-12-14,2,1908,124682,5673,033,5673033,37.741621961,-122.421610401
654,24.85,181 Castro St,Castro/Upper Market,8,2,2019-02-08,6,1906,784853,3540,034,3540034,37.766112311,-122.435240719
655,24.83,5023 03rd St,Bayview Hunters Point,10,1,2021-12-08,3,1916,114148,5339,008,5339008,37.732711207,-122.391112053
656,24.83,11 Crestline Dr,Twin Peaks,8,2,2019-02-26,5,1963,642600,2851,024,2851024,37.749170033,-122.445303162
657,24.74,2735 Mission St,Mission,9,1,2021-11-10,3,1911,245149,3642,029,3642029,37.753265903,-122.41818322
658,24.69,274 Sanchez St,Castro/Upper Market,8,2,2019-03-20,6,1907,322130,3559,006,3559006,37.764727577,-122.431232698
659,24.65,574 London St,Excelsior,11,1,2021-09-16,2,1925,598332,6272,013,6272013,37.720164194,-122.43751344
660,24.61,1550 Clement St,Outer Richmond,1,1,2021-08-30,9,1922,538274,1417,017,1417017,37.782573451,-122.475989707
661,24.61,2479 San Bruno Av,Portola,9,1,2021-09-21,3,1907,502412,5437,038,5437038,37.730801934,-122.404660422
662,24.58,457 Detroit St,West of Twin Peaks,7,1,2021-09-17,4,1950,479019,3117,001,3117001,37.731389308,-122.444579451
663,24.51,1053 Oak St,Haight Ashbury,5,2,2019-01-17,11,1900,518723,1217,033,1217033,37.772957891,-122.436562289
664,24.5,418 Haight St,Hayes Valley,5,2,2019-03-15,3,1895,252031,0849,011,0849011,37.772491421,-122.429266737
665,24.5,765 Cole St,Haight Ashbury,8,2,2019-01-22,2,1900,675485,1261,004,1261004,37.767299201,-122.450556337
666,24.44,1401 Ocean Av,Oceanview/Merced/Ingleside,11,1,2021-08-05,8,1962,585713,6941,068,6941068,37.723916926,-122.457375056
667,24.43,225 Diamond St,Castro/Upper Market,8,2,2019-03-07,2,1900,273288,2697,029A,2697029A,37.758684645,-122.43666535
668,24.4,171 Albion St,Mission,9,1,2021-08-23,6,1908,455010,3568,018,3568018,37.763808303,-122.422440528
669,24.38,2820 Folsom St,Mission,9,1,2021-07-12,3,1900,828359,6520,003,6520003,37.752085086,-122.414390218
670,24.34,1 Edward St,Lone Mountain/USF,1,1,2021-10-13,4,1900,58842,1141,001,1141001,37.778070728,-122.457295005
671,24.34,1204 06th Av,Inner Sunset,7,2,2018-11-05,4,1923,1071182,1745,018,1745018,37.765816886,-122.463038852
672,24.33,112 Columbus Av,Chinatown,3,1,2019-04-03,5,1907,7074720,0176,010,0176010,37.796667505,-122.404342298
673,24.29,305 Russia Av,Excelsior,11,1,2021-09-24,2,1905,199756,6087,040,6087040,37.720495377,-122.434454312
674,24.28,633 Oak St,Hayes Valley,5,1,2021-01-13,6,1908,2041253,0842,028,0842028,37.773822819,-122.429709278
675,24.21,275 San Carlos St,Mission,9,2,2019-01-22,2,1910,394208,3596,024,3596024,37.759091255,-122.419689327
676,24.21,228 Guerrero St,Mission,8,2,2019-02-25,2,1916,141424,3545,004,3545004,37.767477427,-122.424732615
677,24.17,235 Paris St,Excelsior,11,2,2019-02-08,3,1917,206439,6016,032,6016032,37.724796922,-122.43223329
678,24.09,798 Post St,Nob Hill,3,1,2019-09-13,45,1913,4692105,0299,010,0299010,37.787693913,-122.414813078
679,24.06,4274 23rd St,Noe Valley,8,2,2018-07-18,9,1913,1528139,2773,014,2773014,37.752910925,-122.43807711
680,24.05,481 Fulton St,Hayes Valley,5,1,2021-05-10,4,1909,972497,0793,025,0793025,37.778368557,-122.424623552
681,24.03,241 11th Av,Inner Richmond,1,1,2021-08-19,3,1905,207038,1422,008,1422008,37.783797465,-122.470181539
682,24.03,1345 Taylor St,Nob Hill,3,2,2018-02-28,33,1925,2023796,0189,002,0189002,37.794819277,-122.413469968
683,24.02,1122 Powell St,Chinatown,3,2,2018-12-12,8,1916,399605,0192,013,0192013,37.795069891,-122.409564063
684,24.01,851 Greenwich St,Russian Hill,3,1,2021-07-27,6,1907,294135,0091,049,0091049,37.801590836,-122.413662538
685,23.95,2158 Market St,Castro/Upper Market,8,2,2018-10-03,7,1907,883003,3542,013,3542013,37.766984705,-122.430348414
686,23.88,49 Bosworth St,Outer Mission,8,2,2019-01-08,4,1959,151278,6748,052,6748052,37.733386743,-122.42734854
687,23.87,29 Lincoln Wy,Inner Sunset,7,2,2018-11-05,2,1922,676064,1749,024,1749024,37.765962524,-122.458346853
688,23.85,4404 17th St,Castro/Upper Market,8,2,2018-12-12,2,1947,367037,2645,006,2645006,37.762185989,-122.443568295
689,23.85,304 Douglass St,Twin Peaks,8,2,2018-10-04,5,1924,826150,2701,001,2701001,37.758820566,-122.439320026
690,23.85,416 Turk St,Tenderloin,5,1,2020-10-19,28,1907,1794690,0336,004,0336004,37.782709967,-122.416202486
691,23.81,2605 Anza St,Outer Richmond,1,1,2021-06-29,4,1920,368405,1560,001,1560001,37.778396561,-122.476300103
692,23.73,245 Noe St,Castro/Upper Market,8,2,2018-06-15,3,1904,1606118,3560,017,3560017,37.765281241,-122.432819807
693,23.66,269 Lily St,Hayes Valley,5,2,2018-10-18,3,1909,588550,0839,055,0839055,37.774064955,-122.425225471
694,23.65,2071 Fulton St,Lone Mountain/USF,5,1,2021-06-26,4,1922,244292,1189,020,1189020,37.775001699,-122.450778517
695,23.65,601 Ofarrell St,Tenderloin,5,1,2018-09-26,82,1928,6130454,0322,001,0322001,37.785282866,-122.414786608
696,23.62,3161 23rd St,Mission,9,1,2021-05-26,4,1900,448135,3641,039,3641039,37.753818317,-122.415601334
697,23.55,177 14th St,Mission,9,1,2021-07-02,4,1907,99900,3549,045,3549045,37.768211621,-122.417260603
698,23.37,2237 Pine St,Pacific Heights,5,1,2021-04-27,2,1900,478494,0660,030,0660030,37.787889202,-122.432660147
699,23.33,987 Jackson St,Chinatown,3,1,2021-05-21,3,1908,239439,0191,020,0191020,37.79526332,-122.411187188
700,23.33,748 Page St,Haight Ashbury,5,1,2020-01-16,11,1924,3800218,0844,036,0844036,37.773076252,-122.433146624
701,23.24,1110 Lake St,Inner Richmond,1,1,2020-12-28,7,1907,1158964,1346,002,1346002,37.78658029,-122.471405802
702,23.18,1771 Folsom St,Mission,9,1,2021-04-28,4,1911,243942,3529,046,3529046,37.768746467,-122.415379575
703,23.18,819 14th St,Castro/Upper Market,8,2,2018-07-23,9,1905,664703,3541,081,3541081,37.767317284,-122.431716695
704,23.18,1181 Clay St,Nob Hill,3,2,2018-08-24,7,1914,466499,0222,025,0222025,37.793276065,-122.412531761
705,23.11,1 San Antonio Pl,North Beach,3,1,2020-02-05,12,1961,3417570,0132,048,0132048,37.799314267,-122.406072431
706,23.08,161 Henry St,Castro/Upper Market,8,2,2018-07-06,10,1908,679872,3540,044,3540044,37.766342945,-122.434615746
707,23.04,112 Day St,Noe Valley,8,1,2021-03-01,2,1900,605894,6633,009,6633009,37.743240724,-122.424980207
708,22.97,937 Clay St,Chinatown,3,1,2019-03-28,70,1909,4363647,0224,032,0224032,37.793793868,-122.408544171
709,22.93,884 14th St,Castro/Upper Market,8,2,2018-09-27,3,1906,64067,3538,033,3538033,37.767714507,-122.433069648
710,22.91,733 Minna St,South of Market,6,1,2021-02-16,3,1916,557534,3728,059,3728059,37.776474065,-122.413042002
711,22.87,1437 Alabama St,Mission,9,1,2021-04-15,4,1923,55004,4337,015,4337015,37.748991325,-122.410333148
712,22.8,465 Ellis St,Tenderloin,5,2,2018-03-20,58,1913,145041,0333,018,0333018,37.784460494,-122.413735154
713,22.7,356 Day St,Noe Valley,8,1,2021-02-19,2,1900,358156,6631,015,6631015,37.742932873,-122.430066159
714,22.68,741 Elizabeth St,Noe Valley,8,2,2018-08-23,4,1916,67465,2830,039A,2830039A,37.751679322,-122.43731696
715,22.67,106 Caselli Av,Castro/Upper Market,8,2,2018-08-28,2,1939,67224,2690,003,2690003,37.759835736,-122.441693442
716,22.64,2920 25th St,Mission,9,1,2021-01-14,6,1904,482490,4267,017,4267017,37.751462575,-122.408466451
717,22.42,3836 17th St,Castro/Upper Market,8,2,2018-04-13,6,1965,781236,3564,024,3564024,37.762921956,-122.431468245
718,22.4,331 Capp St,Mission,9,1,2020-12-21,2,1902,530237,3590,060,3590060,37.761353223,-122.417902279
719,22.35,85 Henry St,Castro/Upper Market,8,2,2018-02-01,12,1900,1126593,3541,034,3541034,37.76645672,-122.432735744
720,22.25,740 Broadway,Chinatown,3,1,2020-06-05,3,1910,1881696,0147,008B,0147008B,37.797778803,-122.409332634
